EntrezID	GeneLength	Count
497097	3634	2
100503874	3259	0
100038431	1634	0
19888	9747	1
20671	3130	1
27395	4203	771
18777	2433	1722
100503730	799	8
21399	2847	977
58175	2241	358
108664	1976	2678
18387	4707	0
226304	3692	0
12421	7046	2699
620393	858	0
240690	6161	0
319263	5232	2033
71096	4193	0
59014	2048	985
76187	3139	76
72481	1246	28
76982	3187	9
17864	3564	166
70675	5179	2012
73331	1494	2
170755	5622	323
620986	451	194
240697	2553	0
73824	407	487
266793	74	6
100038398	2646	25
100039596	501	3
69312	1502	0
26754	1240	2499
211660	4354	826
211673	7042	7131
329093	1930	0
109294	11187	94
320492	8293	2
329096	3200	0
240725	4864	103
240726	8512	6
383491	2593	6
17978	8213	5657
72265	2888	5371
212442	1889	890
381246	1926	1
433273	1245	5
14048	4345	1
17681	1717	223
277328	4263	0
98741	5309	0
21749	1633	375
226866	2748	19
665434	572	5
75799	717	0
19989	934	16480
98711	2295	1605
29819	2890	751
66799	2354	637
67923	955	1449
329101	2788	1
70397	1732	680
17087	603	107
57339	4809	70
14545	3938	1
94227	6923	36
83691	4006	51
78081	1192	0
654454	222	0
654460	258	0
77673	469	0
654464	256	0
226896	1753	0
21419	6391	3096
241035	12928	5
75028	786	0
387202	73	0
723817	119	0
16171	1171	0
257630	1178	3
17215	2886	993
77741	1120	1
74229	4420	109
71877	2208	74
170829	1409	141
75712	1112	91
14859	1450	8
241041	1148	0
368204	1950	0
433278	844	0
98582	2247	0
226922	6980	3
116837	4066	0
66755	1781	1
387225	71	0
723964	84	2
70155	4844	1212
100503399	1522	0
280645	4362	110
98366	2259	839
68002	667	275
68187	6467	1106
12839	3888	1043
12823	10542	3
68421	5392	2754
210933	5522	0
100504323	1551	0
210940	4331	0
433281	2004	0
665903	467	133
210962	2882	0
623924	306	0
791350	1160	0
213109	7561	5390
19243	4129	1875
70988	1094	0
266744	1903	0
74708	1449	0
226957	914	0
624262	762	6
170771	1359	1
408192	1437	0
408191	3748	0
19076	1937	527
67503	889	12
19335	4487	396
213539	1815	727
98403	3650	733
433287	3016	343
320705	2292	6
13518	23242	36805
100628580	79	1
69668	1705	267
27993	2249	1389
52318	3559	569
19253	1578	1436
21755	1246	3
12627	1038	0
21756	1301	0
211383	4356	0
241051	2676	0
226970	2714	99
214469	5080	7138
226971	5469	5449
50785	3719	3199
320011	9029	7683
214854	2583	24
214855	5699	7822
226976	4663	3687
214895	2225	1836
94220	4582	1364
94218	5283	869
78321	1954	380
109346	1786	356
20353	3805	15144
381337	2577	87
12859	569	554
226977	2077	3663
71166	1127	2
22637	2180	2
56030	6548	4067
70853	4422	8
12790	3498	3
269180	6817	716
76178	3862	3893
67387	1412	1113
269181	7054	1521
77633	2755	194
100861893	736	0
72097	4361	1150
100503734	2218	1
211484	3400	100
623661	1555	86
69028	1229	243
107734	691	834
332427	2564	0
69541	798	0
98258	4596	1727
226982	7797	4386
56210	4262	574
16764	6010	31
381338	5077	1
98388	3120	23
100503760	2386	0
433292	1001	0
68833	1706	2417
18143	4180	333
114641	1254	472
54610	4440	2471
52846	3170	634
100217461	94	15
67702	2434	2234
263764	5799	0
619289	2000	2
100042065	359	0
73426	531	1
26921	5974	5904
100047133	858	0
16178	1343	37
16177	5035	1922
